userId	geneSymbol	geneName	entrezgene	score	gLink
AT1G05730	AT1G05730	NA	837080	-0.188049598	https://www.ncbi.nlm.nih.gov/gene/?term=837080
AT1G05785	AT1G05785	NA	837087	-0.313624643	https://www.ncbi.nlm.nih.gov/gene/?term=837087
AT1G05790	AT1G05790	NA	837088	-0.299290727	https://www.ncbi.nlm.nih.gov/gene/?term=837088
AT1G05835	AT1G05835	NA	5007665	-3.53877758	https://www.ncbi.nlm.nih.gov/gene/?term=5007665
AT1G05860	AT1G05860	NA	837096	0.1277004515	https://www.ncbi.nlm.nih.gov/gene/?term=837096
AT1G05870	AT1G05870	NA	837097	0.1666194335	https://www.ncbi.nlm.nih.gov/gene/?term=837097
AT1G05910	AT1G05910	cell division cycle protein 48-related / CDC48-like protein	837101	0.110705447	https://www.ncbi.nlm.nih.gov/gene/?term=837101
AT1G05960	AT1G05960	NA	837106	0.06207784825	https://www.ncbi.nlm.nih.gov/gene/?term=837106
AT1G05970	AT1G05970	NA	837107	0.143685362	https://www.ncbi.nlm.nih.gov/gene/?term=837107
AT1G05990	AT1G05990	NA	837108	0.250922265	https://www.ncbi.nlm.nih.gov/gene/?term=837108
AT1G06010	AT1G06010	basic leucine zipper/W2 domain protein	837110	-1.06240021	https://www.ncbi.nlm.nih.gov/gene/?term=837110
AT1G06050	AT1G06050	ENHANCED DISEASE RESISTANCE-like protein (DUF1336)	837114	-0.580045527	https://www.ncbi.nlm.nih.gov/gene/?term=837114
AT1G06060	AT1G06060	NA	837115	-0.034463417	https://www.ncbi.nlm.nih.gov/gene/?term=837115
AT1G06090	AT1G06090	NA	837118	1.12227723	https://www.ncbi.nlm.nih.gov/gene/?term=837118
AT1G06100	AT1G06100	NA	837119	1.098835918	https://www.ncbi.nlm.nih.gov/gene/?term=837119
AT1G06137	AT1G06137	NA	6240721	2.102560858	https://www.ncbi.nlm.nih.gov/gene/?term=6240721
AT1G06143	AT1G06143	basic helix loop helix DNA-binding superfamily protein	28716441	-0.401435712	https://www.ncbi.nlm.nih.gov/gene/?term=28716441
AT1G06210	AT1G06210	NA	837130	0.118184895	https://www.ncbi.nlm.nih.gov/gene/?term=837130
AT1G06320	AT1G06320	NA	837143	1.076552834	https://www.ncbi.nlm.nih.gov/gene/?term=837143
AT1G06340	AT1G06340	NA	837145	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=837145
AT1G06420	AT1G06420	NA	837153	0.9185583065	https://www.ncbi.nlm.nih.gov/gene/?term=837153
AT1G06470	AT1G06470	NA	837159	-0.720535082	https://www.ncbi.nlm.nih.gov/gene/?term=837159
AT1G06475	AT1G06475	NA	2745744	-0.344682886	https://www.ncbi.nlm.nih.gov/gene/?term=2745744
AT1G06500	AT1G06500	NA	837161	-0.175098753	https://www.ncbi.nlm.nih.gov/gene/?term=837161
AT1G06540	AT1G06540	NA	837165	-1.227880753	https://www.ncbi.nlm.nih.gov/gene/?term=837165
AT1G06580	AT1G06580	NA	837169	0.231304524	https://www.ncbi.nlm.nih.gov/gene/?term=837169
AT1G06590	AT1G06590	anaphase-promoting complex subunit	837170	0.02630382	https://www.ncbi.nlm.nih.gov/gene/?term=837170
AT1G06640	AT1G06640	NA	837173	-1.155396409	https://www.ncbi.nlm.nih.gov/gene/?term=837173
AT1G06645	AT1G06645	NA	3766668	0.053399316	https://www.ncbi.nlm.nih.gov/gene/?term=3766668
AT1G06650	AT1G06650	NA	837175	0.1918909315	https://www.ncbi.nlm.nih.gov/gene/?term=837175
AT1G06700	AT1G06700	NA	837180	-0.04017255933333333	https://www.ncbi.nlm.nih.gov/gene/?term=837180
AT1G06710	AT1G06710	NA	837181	-0.8253694755000001	https://www.ncbi.nlm.nih.gov/gene/?term=837181
AT1G06720	AT1G06720	NA	837182	0.3631386556666667	https://www.ncbi.nlm.nih.gov/gene/?term=837182
AT1G06730	AT1G06730	NA	837184	-0.270743561	https://www.ncbi.nlm.nih.gov/gene/?term=837184
AT1G06750	AT1G06750	NA	837186	-1.697547392	https://www.ncbi.nlm.nih.gov/gene/?term=837186
AT1G06760	AT1G06760	NA	837187	0.697642084	https://www.ncbi.nlm.nih.gov/gene/?term=837187
AT1G06790	AT1G06790	RNA polymerase Rpb7 N-terminal domain-containing protein	837190	-0.323866649	https://www.ncbi.nlm.nih.gov/gene/?term=837190
AT1G06830	AT1G06830	NA	837195	-0.424906069	https://www.ncbi.nlm.nih.gov/gene/?term=837195
AT1G06840	AT1G06840	NA	837196	-0.113583385	https://www.ncbi.nlm.nih.gov/gene/?term=837196
AT1G06900	AT1G06900	NA	837200	-0.396363539	https://www.ncbi.nlm.nih.gov/gene/?term=837200
AT1G06923	AT1G06923	transcription repressor OFP17-like protein	3766672	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=3766672
AT1G06930	AT1G06930	NA	837204	-0.369376663	https://www.ncbi.nlm.nih.gov/gene/?term=837204
AT1G06990	AT1G06990	NA	837209	0	https://www.ncbi.nlm.nih.gov/gene/?term=837209
AT1G07020	AT1G07020	NA	837212	-0.064725791	https://www.ncbi.nlm.nih.gov/gene/?term=837212
AT1G07025	AT1G07025	NA	837213	-0.80127752	https://www.ncbi.nlm.nih.gov/gene/?term=837213
AT1G07030	AT1G07030	NA	837214	-0.176267117	https://www.ncbi.nlm.nih.gov/gene/?term=837214
AT1G07040	AT1G07040	NA	837215	0.490548133	https://www.ncbi.nlm.nih.gov/gene/?term=837215
AT1G07050	AT1G07050	NA	837216	-0.665105879	https://www.ncbi.nlm.nih.gov/gene/?term=837216
AT1G07070	AT1G07070	NA	837218	0.167795594	https://www.ncbi.nlm.nih.gov/gene/?term=837218
AT1G07080	AT1G07080	NA	837219	0.645196995	https://www.ncbi.nlm.nih.gov/gene/?term=837219
AT1G07120	AT1G07120	NA	837222	-0.577779909	https://www.ncbi.nlm.nih.gov/gene/?term=837222
AT1G07135	AT1G07135	NA	837224	0.139103094	https://www.ncbi.nlm.nih.gov/gene/?term=837224
AT1G07160	AT1G07160	NA	837227	-0.959945006	https://www.ncbi.nlm.nih.gov/gene/?term=837227
AT1G07170	AT1G07170	NA	837228	-0.0747012116	https://www.ncbi.nlm.nih.gov/gene/?term=837228
AT1G07175	AT1G07175	alternative NAD(P)H dehydrogenase	6241425	-1.695018008	https://www.ncbi.nlm.nih.gov/gene/?term=6241425
AT1G07200	AT1G07200	NA	837231	0.07869552	https://www.ncbi.nlm.nih.gov/gene/?term=837231
AT1G07210	AT1G07210	Ribosomal protein S18	837232	0.201386309	https://www.ncbi.nlm.nih.gov/gene/?term=837232
AT1G07220	AT1G07220	NA	837233	-1.255558311	https://www.ncbi.nlm.nih.gov/gene/?term=837233
AT1G07270	AT1G07270	Cell division control, Cdc6	837238	0.123314546	https://www.ncbi.nlm.nih.gov/gene/?term=837238
AT1G07280	AT1G07280	NA	837239	-0.904841645	https://www.ncbi.nlm.nih.gov/gene/?term=837239
AT1G07300	AT1G07300	josephin protein-like protein	837241	0.293615759	https://www.ncbi.nlm.nih.gov/gene/?term=837241
AT1G07310	AT1G07310	NA	837242	0.49791776	https://www.ncbi.nlm.nih.gov/gene/?term=837242
AT1G07440	AT1G07440	NA	837256	0.7413453554999999	https://www.ncbi.nlm.nih.gov/gene/?term=837256
AT1G07460	AT1G07460	NA	837258	1.626357402	https://www.ncbi.nlm.nih.gov/gene/?term=837258
AT1G07473	AT1G07473	NA	837260	1.15577503	https://www.ncbi.nlm.nih.gov/gene/?term=837260
AT1G07476	AT1G07476	NA	837261	-1.907548264	https://www.ncbi.nlm.nih.gov/gene/?term=837261
AT1G07480	AT1G07480	NA	837262	0.7797172205	https://www.ncbi.nlm.nih.gov/gene/?term=837262
AT1G07485	AT1G07485	NA	5007669	-1.130276954	https://www.ncbi.nlm.nih.gov/gene/?term=5007669
AT1G07500	AT1G07500	NA	837264	3.26003927	https://www.ncbi.nlm.nih.gov/gene/?term=837264
AT1G07560	AT1G07560	NA	837270	0.191280261	https://www.ncbi.nlm.nih.gov/gene/?term=837270
AT1G07615	AT1G07615	NA	5007670	-0.984671954	https://www.ncbi.nlm.nih.gov/gene/?term=5007670
AT1G07650	AT1G07650	NA	837278	-0.5301156663333333	https://www.ncbi.nlm.nih.gov/gene/?term=837278
AT1G07660	AT1G07660	NA	837279	0.8469971295000001	https://www.ncbi.nlm.nih.gov/gene/?term=837279
AT1G07680	AT1G07680	NA	837281	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=837281
AT1G07690	AT1G07690	NA	837282	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=837282
AT1G07700	AT1G07700	NA	837283	-0.106031854	https://www.ncbi.nlm.nih.gov/gene/?term=837283
AT1G07705	AT1G07705	NOT2 / NOT3 / NOT5 family	837284	-0.481640498	https://www.ncbi.nlm.nih.gov/gene/?term=837284
AT1G07710	AT1G07710	NA	837285	-1.202928765	https://www.ncbi.nlm.nih.gov/gene/?term=837285
AT1G07747	AT1G07747	NA	5007672	-2.790491389	https://www.ncbi.nlm.nih.gov/gene/?term=5007672
AT1G07750	AT1G07750	NA	837290	-0.068543085	https://www.ncbi.nlm.nih.gov/gene/?term=837290
AT1G07795	AT1G07795	NA	837294	-3.159504296	https://www.ncbi.nlm.nih.gov/gene/?term=837294
AT1G07820	AT1G07820	NA	837297	0.33276357700000003	https://www.ncbi.nlm.nih.gov/gene/?term=837297
AT1G07840	AT1G07840	NA	837299	-0.0881226315	https://www.ncbi.nlm.nih.gov/gene/?term=837299
AT1G07870	AT1G07870	NA	837302	0.449609806	https://www.ncbi.nlm.nih.gov/gene/?term=837302
AT1G07920	AT1G07920	NA	837307	0.338822924	https://www.ncbi.nlm.nih.gov/gene/?term=837307
AT1G07930	AT1G07930	NA	837308	0.200312743	https://www.ncbi.nlm.nih.gov/gene/?term=837308
AT1G07940	AT1G07940	NA	837309	0.05375731325	https://www.ncbi.nlm.nih.gov/gene/?term=837309
AT1G07985	AT1G07985	NA	2745747	3.421169776	https://www.ncbi.nlm.nih.gov/gene/?term=2745747
AT1G07990	AT1G07990	NA	837314	-0.043709032	https://www.ncbi.nlm.nih.gov/gene/?term=837314
AT1G08035	AT1G08035	NA	837319	-0.642873155	https://www.ncbi.nlm.nih.gov/gene/?term=837319
AT1G08050	AT1G08050	NA	837321	-0.543710723	https://www.ncbi.nlm.nih.gov/gene/?term=837321
AT1G08110	AT1G08110	lactoylglutathione lyase family protein / glyoxalase I family protein	837330	0.057422875	https://www.ncbi.nlm.nih.gov/gene/?term=837330
